1	2.78	8.34
2	1.8	6.408
3	1.8	3.7116
4	1.8	2.47932
5	1.79	2.044964
6	1.77	1.9161228
7	1.79	1.8721674
8	1.81	1.895516332
9	1.8	1.8432039684
10	1.79	1.83587100428
11	1.79	1.80974326404
12	1.78	1.81711937176
13	1.79	1.82107880868
14	1.81	1.87591224204
15	1.79	1.85811924375
16	1.8	1.8373393171
17	1.77	1.86749561798
18	1.8	1.89064482715
19	1.81	1.8772726765
20	1.81	1.83879764862
21	1.79	1.8570349647
22	1.8	1.83485512324
23	1.8	1.81400546374
24	1.79	1.82354080448
25	1.79	1.80533007442
26	1.79	3.61066014883
27	1.79	1.80007804197
28	1.81	1.86346945496
29	1.76	1.91528297915
30	1.8	1.92389584088
31	1.79	1.84053843797
32	1.79	1.80723546853
33	1.78	1.81558542799
34	1.8	1.85678652591
35	1.81	1.86345813728
36	1.79	1.85869675948
37	1.8	1.83658591502
38	1.79	1.82744214724
39	1.79	1.80592591872
40	1.77	1.83571643052
41	1.83	1.99391329218
42	1.81	1.88897153385
43	1.78	1.89845096939
44	1.79	1.83311287772
45	1.79	1.8050493807
46	1.79	1.79997082045
47	1.77	1.83140259052
48	1.79	1.8488377013
49	1.77	1.839008159
50	1.77	1.79977381742
