1	1.8	5.4
2	1.82	3.646
3	1.84	2.8042
4	1.8	2.33774
5	1.81	2.076818
6	1.8	1.9624726
7	1.79	1.91508082
8	1.77	1.913731574
9	1.79	1.8576996018
10	1.78	1.84493347126
11	1.81	1.86652790624
12	1.5	2.3318449516
13	1.79	2.2114624494
14	1.79	2.10610920622
15	1.81	2.06781919017
16	1.71	2.01499989282
17	1.32	2.61376315482
18	1.02	3.1392658233
19	1.52	2.47226738901
20	1.58	2.23397782865
21	1.29	2.22216671067
22	0.55	3.33620781277
23	1.05	2.45819102659
24	1.49	2.6142728899
25	1.26	1.97126060858
26	1.69	2.62851721883
27	1.71	2.76377944959
28	0.72	3.41124411709
29	1.6	3.13353727023
30	1.8	3.2663092833
31	1.72	2.90883309537
32	1.4	2.50278053728
33	1.68	2.39587271096
34	1.63	2.13607406511
35	0.42	3.83468588098
36	1.64	3.46908041821
37	1.27	2.55749814484
38	1.83	3.0941004365
39	1.8	3.02329617311
40	1.4	2.59863765851
41	1.82	2.74367934713
42	1.77	2.54089203608
43	1.82	2.4692826718
44	1.85	2.41582699353
45	1.8	2.19724345711
46	1.85	2.1761527008
47	1.58	2.3415776297
48	1.36	2.65923971037
49	1.85	2.67359797866
50	1.8	2.44008367577
