1	1.74	5.22
2	3.45	8.928
3	1.75	5.2312
4	1.68	3.98016
5	1.76	2.82104
6	1.76	2.3695184
7	1.7	2.31500048
8	1.7	2.090329232
9	1.68	2.0003304336
10	1.71	1.7836115496
11	1.68	1.8401082587
12	1.75	1.90807677393
13	1.68	1.87151663474
14	1.72	1.78261540477
15	1.62	2.00859676512
16	1.7	1.80994662338
17	1.74	1.91844683046
18	1.72	1.78071598392
19	1.6	2.07763824351
20	1.67	1.71927749266
21	1.7	1.80003595025
22	1.68	1.69614999037
23	1.68	3.39229998074
24	1.76	1.99973395139
25	1.68	1.84466609746
26	1.68	1.77608223114
27	1.53	2.21737759595
28	1.75	2.17806677582
29	1.69	1.78160408732
30	1.67	1.72919859326
31	1.72	1.85412692683
32	1.74	1.89333693319
33	1.72	1.76048823762
34	1.74	1.81794155034
35	1.7	1.81556960426
36	1.74	1.824478342
37	1.75	1.83460066314
38	1.69	1.88923556335
39	1.66	1.91678885455
40	1.77	2.01958389651
41	1.74	1.81590139628
42	1.71	1.80554504404
43	1.78	1.96101398679
44	1.71	1.88048516427
45	1.69	1.87827877578
46	1.64	1.97036603319
47	1.7	1.77397295224
48	1.71	1.77555910457
49	1.74	1.87205299607
50	1.69	1.81123664457
